id,method,valid,title,description
186,GET,False,[API][GET /1.0/kb/invoiceItems/{invoiceItemId}/tags] Retrieve invoice item tags,"This API endpoint is intended to retrieve invoice item tags.
A user should be able to use this endpoint to retrieve invoice item tags.
Interaction occurs via the `GET /1.0/kb/invoiceItems/{invoiceItemId}/tags` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve invoice item tags successfully.
- The API should respond with a 200 status code.
- When a user provides invalid input or an error condition occurs while trying to retrieve invoice item tags.
- The API should return an appropriate error status (e.g., 400).
"
187,POST,False,[API][POST /1.0/kb/invoiceItems/{invoiceItemId}/tags] Add tags to invoice item,"This API endpoint is intended to add tags to invoice item.
A user should be able to use this endpoint to add tags to invoice item.
Interaction occurs via the `POST /1.0/kb/invoiceItems/{invoiceItemId}/tags` endpoint. 

Acceptance Criteria:
- When a user attempts to add tags to invoice item successfully.
- The API should respond with a 201 status code.
"
188,DELETE,False,[API][DELETE /1.0/kb/invoiceItems/{invoiceItemId}/tags] Remove tags from invoice item,"This API endpoint is intended to remove tags from invoice item.
A user should be able to use this endpoint to remove tags from invoice item.
Interaction occurs via the `DELETE /1.0/kb/invoiceItems/{invoiceItemId}/tags` endpoint. 

Acceptance Criteria:
- When a user attempts to remove tags from invoice item successfully.
- The API should respond with a 204 status code.
"
189,GET,False,[API][GET /1.0/kb/invoiceItems/{invoiceItemId}/customFields] Retrieve invoice item custom fields,"This API endpoint is intended to retrieve invoice item custom fields.
A user should be able to use this endpoint to retrieve invoice item custom fields.
Interaction occurs via the `GET /1.0/kb/invoiceItems/{invoiceItemId}/customFields` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve invoice item custom fields successfully.
- The API should respond with a 200 status code.
"
190,POST,False,[API][POST /1.0/kb/invoiceItems/{invoiceItemId}/customFields] Add custom fields to invoice item,"This API endpoint is intended to add custom fields to invoice item.
A user should be able to use this endpoint to add custom fields to invoice item.
Interaction occurs via the `POST /1.0/kb/invoiceItems/{invoiceItemId}/customFields` endpoint. 

Acceptance Criteria:
- When a user provides invalid input or an error condition occurs while trying to add custom fields to invoice item.
- The API should return an appropriate error status (e.g., 400).
"
191,PUT,False,[API][PUT /1.0/kb/invoiceItems/{invoiceItemId}/customFields] Modify custom fields to invoice item,"This API endpoint is intended to modify custom fields to invoice item.
A user should be able to use this endpoint to modify custom fields to invoice item.
Interaction occurs via the `PUT /1.0/kb/invoiceItems/{invoiceItemId}/customFields` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to modify custom fields to invoice item.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
192,DELETE,False,[API][DELETE /1.0/kb/invoiceItems/{invoiceItemId}/customFields] Remove custom fields from invoice item,"This API endpoint is intended to remove custom fields from invoice item.
A user should be able to use this endpoint to remove custom fields from invoice item.
Interaction occurs via the `DELETE /1.0/kb/invoiceItems/{invoiceItemId}/customFields` endpoint. 

Acceptance Criteria:
- When a user attempts to remove custom fields from invoice item successfully.
- The API should respond with a 204 status code.
"
193,GET,False,[API][GET /1.0/kb/invoiceItems/{invoiceItemId}/auditLogsWithHistory] Retrieve invoice item audit logs with history by id,"This API endpoint is intended to retrieve invoice item audit logs with history by id.
A user should be able to use this endpoint to retrieve invoice item audit logs with history by id.
Interaction occurs via the `GET /1.0/kb/invoiceItems/{invoiceItemId}/auditLogsWithHistory` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve invoice item audit logs with history by id successfully.
- The API should respond with a 200 status code.
- When a user provides invalid input or an error condition occurs while trying to retrieve invoice item audit logs with history by id.
- The API should return an appropriate error status (e.g., 404).
"
194,GET,False,[API][GET /1.0/kb/invoicePayments/{paymentId}/tags] Retrieve payment tags,"This API endpoint is intended to retrieve payment tags.
A user should be able to use this endpoint to retrieve payment tags.
Interaction occurs via the `GET /1.0/kb/invoicePayments/{paymentId}/tags` endpoint. 

Acceptance Criteria:
- When a user attempts to retrieve payment tags successfully.
- The API should respond with a 200 status code.
"
195,POST,False,[API][POST /1.0/kb/invoicePayments/{paymentId}/tags] Add tags to payment,"This API endpoint is intended to add tags to payment.
A user should be able to use this endpoint to add tags to payment.
Interaction occurs via the `POST /1.0/kb/invoicePayments/{paymentId}/tags` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to add tags to payment.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
196,DELETE,False,[API][DELETE /1.0/kb/invoicePayments/{paymentId}/tags] Remove tags from payment,"This API endpoint is intended to remove tags from payment.
A user should be able to use this endpoint to remove tags from payment.
Interaction occurs via the `DELETE /1.0/kb/invoicePayments/{paymentId}/tags` endpoint. 

Acceptance Criteria:
- When a user attempts to remove tags from payment successfully.
- The API should respond with a 204 status code.
- When a user provides invalid input or an error condition occurs while trying to remove tags from payment.
- The API should return an appropriate error status (e.g., 400).
"
197,GET,False,[API][GET /1.0/kb/invoicePayments/{paymentId}/customFields] Retrieve payment custom fields,"This API endpoint is intended to retrieve payment custom fields.
A user should be able to use this endpoint to retrieve payment custom fields.
Interaction occurs via the `GET /1.0/kb/invoicePayments/{paymentId}/customFields` endpoint. 

Acceptance Criteria:
- When a user provides invalid input or an error condition occurs while trying to retrieve payment custom fields.
- The API should return an appropriate error status (e.g., 400).
"
198,POST,False,[API][POST /1.0/kb/invoicePayments/{paymentId}/customFields] Add custom fields to payment,"This API endpoint is intended to add custom fields to payment.
A user should be able to use this endpoint to add custom fields to payment.
Interaction occurs via the `POST /1.0/kb/invoicePayments/{paymentId}/customFields` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to add custom fields to payment.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
199,PUT,False,[API][PUT /1.0/kb/invoicePayments/{paymentId}/customFields] Modify custom fields to payment,"This API endpoint is intended to modify custom fields to payment.
A user should be able to use this endpoint to modify custom fields to payment.
Interaction occurs via the `PUT /1.0/kb/invoicePayments/{paymentId}/customFields` endpoint. 

Acceptance Criteria:
- User interacts with the endpoint to modify custom fields to payment.
- Verify the system processes the request as generally expected.
- Confirm basic error paths are handled without crashing.
"
200,DELETE,False,[API][DELETE /1.0/kb/invoicePayments/{paymentId}/customFields] Remove custom fields from payment,"This API endpoint is intended to remove custom fields from payment.
A user should be able to use this endpoint to remove custom fields from payment.
Interaction occurs via the `DELETE /1.0/kb/invoicePayments/{paymentId}/customFields` endpoint. 

Acceptance Criteria:
- When a user provides invalid input or an error condition occurs while trying to remove custom fields from payment.
- The API should return an appropriate error status (e.g., 400).
"
